text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
okie but i scared u say i fat then u dun wan me already,0,1.2031,0.0,0.0,0.0,0.0,0.0,"al, ki, ready"
did u get that message,0,1.0549,0.0,0.0,0.0,0.0,0.0,"age, message"
sorry sir i will call you tomorrow senthil hsbc,0,1.7888,0.0,0.0,0.0,0.0,0.0,"row, al, se"
what you need you have a person to give na,0,1.5295,0.0,0.0,0.0,0.0,0.0,"rs, pe"
she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are lt gt and up,0,11.8953,0.0,0.0,0.0,0.0,0.0,"lac, ft, disc, ac, rs, info, pl, del, line, pe, age, account, cc, ab, al, using, ki"
hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x,0,11.3705,0.0,0.0,0.0,0.0,0.0,"ts, presents, exp, ac, rs, ph, com, min, welcome, par, course, pe, se, phone, party, pre"
gumby s has a special where a lt gt cheese pizza is 2 so i know what we re doin tonight,0,2.7396,0.0,0.0,0.0,0.0,0.0,"pe, al, sp, special, se"
a link to your picture has been sent you can also use,1,3.0353,0.0,0.0,0.0,0.0,0.0,"picture, pic, al, link, se"
like a personal sized or what,0,3.9488,0.0,0.0,0.0,0.0,0.0,"rs, ke, pe, size, al, zed"
same i m at my great aunts anniversary party in tarpon springs,0,4.7041,0.0,0.0,0.0,0.0,0.0,"ts, rs, po, par, sp, party, gr"
cab is available they pick up and drop at door steps,0,5.3854,0.0,0.0,0.0,0.0,0.0,"avail, door step, pic, step, available, ab, door, dr"
ok take care umma to you too,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
unlimited texts limited minutes,0,6.8569,0.0,0.0,0.0,0.0,0.0,"ts, unlimited, limited, min, nlimited, texts, text, minute, unlimited text, ext"
double mins 1000 txts on orange tariffs latest motorola sonyericsson nokia with bluetooth free call mobileupd8 on 08000839402 or call2optout hf8,1,36.8706,0.0,0.0,0.0,0.0,0.0,"cs, 800, opt, ree, 08000839402, mobileupd8, 08, ts, 000, nokia, 100, txts, 1000, txt, 02, 0800, 80, call2optout, double mins, mobile"
no problem we will be spending a lot of quality time together,0,3.7906,0.0,0.0,0.0,0.0,0.0,"pe, ending, din, al, sp, quality, end"
urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893 acl03530150pm,1,28.21,0.8906,0.0,0.0,0.0,0.0,"claim, prize, 150p, 150, 2nd attempt, 03, 50p, collection, attempt, await, 02, 06, awaiting, 50, urgent, ac, 15, 28, contact, 70"
have you heard from this week,0,0.9083,0.0,0.0,0.0,0.0,0.0,"rd, week"
dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,1,30.4186,0.0,0.0,0.0,0.0,0.0,"150p, cs, 5000, 150ppm, sae, 150, land, 50p, 000, award, 500, landline, 06, 80, 50, 15, final, cash, 000 cash, box"
yes last practice,0,1.274,0.0,0.0,0.0,0.0,0.0,"ac, yes"
tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile personal details the prompts careful,1,19.7859,0.0,0.0,0.0,0.0,0.0,"claim, prize, 5000, ur mob, ur mobile, ts, 000, 500, 06, 50, mobile, rs, 15, mob, enter, details, 00, pe, al, ref"
no thank you you ve been wonderful,0,0.7551,0.0,0.0,0.0,0.0,0.0,won
mean it s confirmed i tot they juz say oni ok then,0,0.0,0.0,0.0,0.0,0.0,0.0,
that depends how would you like to be treated,0,1.7863,0.0,0.0,0.0,0.0,0.0,"ke, pe, end"
right on brah see you later,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
waiting in e car 4 my mum lor u leh reach home already,0,1.7242,0.0,0.0,0.0,0.0,0.0,"ac, al, ready"
your 2004 account for 07xxxxxxxxx shows 786 unredeemed points to claim call 08719181259 identifier code xxxxx expires 26 03 05,1,26.719,0.0,0.0,0.0,0.0,0.0,"claim, expires, identifier, identifier code, 03, 04, redeemed, redeemed points, 08, ts, 18, code, exp, 200, ac, po, shows, points, 00, 20"
do you want a new video handset 750 anytime any network mins half price line rental camcorder reply or call 08000930705 for delivery tomorrow,1,41.4477,0.0,0.0,0.0,0.0,0.0,"750, 800, rental, 08000930705, camcorder, 08, camcorder reply, new video, half price, network mins, 000, video, delivery, 0800, 750 anytime, 80, line rental, 50, network, price"
went fast asleep dear take care,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
no that just means you have a fat head,0,0.0,0.0,0.0,0.0,0.0,0.0,
sounds like a plan cardiff is still here and still cold i m sitting on the radiator,0,3.603,0.0,0.0,0.0,0.0,0.0,"ke, pl, card, rd, tt, till"
serious what like proper tongued her,0,1.902,0.0,0.0,0.0,0.0,0.0,"ke, pe, se"
she s good she was wondering if you wont say hi but she s smiling now so how are you coping with the long distance,0,1.0551,0.0,0.0,0.0,0.0,0.0,"won, ist"
how i noe she s in da car now later then c lar i m wearing shorts,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
yeah whatever lol,0,0.0,0.0,0.0,0.0,0.0,0.0,
ard 530 lor i ok then message lor,0,2.5937,0.0,0.0,0.0,0.0,0.0,"30, age, rd, message, 53"
ok c u then,0,0.0,0.0,0.0,0.0,0.0,0.0,
eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,0,3.2161,0.0,0.0,0.0,0.0,0.0,"com, ke, tak, laptop, stock"
no need to ke qi too bored izzit y suddenly thk of this,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
i wish i don t think its gonna snow that much but it will be more than those flurries we usually get that melt before they hit the ground eek we haven t had snow since lt gt before i was even born,0,2.2888,0.0,0.0,0.0,0.0,0.0,"ts, al, se, gr"
free ringtone reply real or poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free and 6 more when u join for 3 wk,1,13.8931,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, poly, ree, gold, po, free, reply, pl, wk, join, ab, al, free ringtone, web, tt, 1st, real, tc, 1st tone"
oh really perform write a paper go to a movie and be home by midnight huh,0,1.9319,0.0,0.0,0.0,0.0,0.0,"pe, al, real, movie"
okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right,0,3.4155,0.0,0.0,0.0,0.0,0.0,"box, ka, card, rd, till, dr"
how izzit still raining,0,0.4783,0.0,0.0,0.0,0.0,0.0,till
as if i wasn t having enough trouble sleeping,0,0.0,0.0,0.0,0.0,0.0,0.0,
i havent add yet right,0,0.0,0.0,0.0,0.0,0.0,0.0,
lol i really need to remember to eat when i m drinking but i do appreciate you keeping me company that night babe smiles,0,6.9671,0.0,0.0,0.0,0.0,0.0,"comp, member, com, ke, app, ab, al, dr, real, pan, ki, pre"
babe i lost you will you try rebooting,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
yes nigh you cant aha,0,0.4044,0.0,0.0,0.0,0.0,0.0,yes
i thk gotta go home by urself cos i ll b going out shopping 4 my frens present,0,3.3558,0.0,0.0,0.0,0.0,0.0,"rs, opp, tt, se, shop, pre, shopping"
nooooooo i m gonna be bored to death all day cable and internet outage,0,3.2331,0.0,0.0,0.0,0.0,0.0,"internet, age, net, ab, al"
sos any amount i can get pls,0,0.7692,0.0,0.0,0.0,0.0,0.0,pl
playin space poker u,0,5.1366,0.0,0.0,0.0,0.0,0.0,"ac, po, ke, pl, space, play, sp"
how come guoyang go n tell her then u told her,0,0.8098,0.0,0.0,0.0,0.0,0.0,com
you need to get up now,0,0.0,0.0,0.0,0.0,0.0,0.0,
they r giving a second chance to rahul dengra,0,3.0269,0.0,0.0,0.0,0.0,0.0,"sec, eco, chance, se, gr"
yeah in fact he just asked if we needed anything like an hour ago when and how much,0,1.6616,0.0,0.0,0.0,0.0,0.0,"ac, ke"
when the first strike is a red one the bird antelope begin toplay in the fieldof selfindependence believe this the flower of contention will grow random,0,7.6872,0.0,0.0,0.0,0.0,0.0,"content, rs, row, ke, pl, low, pe, play, rd, se, end, gr"
y wan to go there c doctor,0,0.0,0.0,0.0,0.0,0.0,0.0,
does daddy have a bb now,0,0.0,0.0,0.0,0.0,0.0,0.0,
free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now,1,9.3665,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, ree, ms, free, reply, pl, age, al, free msg, just reply, message, msg, free just"
she s borderline but yeah whatever,0,1.9038,0.0,0.0,0.0,0.0,0.0,"order, line, rd"
until 545 lor ya can go 4 dinner together,0,2.1832,0.0,0.0,0.0,0.0,0.0,"45, 54, din"
i will be gentle princess we will make sweet gentle love,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
how u doin baby girl hope u are okay every time i call ure phone is off i miss u get in touch,0,3.6944,0.0,0.0,0.0,0.0,0.0,"ph, pe, ka, ab, al, phone"
sorry went to bed early nightnight,0,0.0,0.0,0.0,0.0,0.0,0.0,
i like to think there s always the possibility of being in a pub later,0,2.4996,0.0,0.0,0.0,0.0,0.0,"po, ke, al, bil"
hmm yeah if your not too grooved out and im looking forward to my pound special,0,5.1037,0.0,0.0,0.0,0.0,0.0,"po, pe, al, sp, special, rd, looking, pound, ki, gr"
i got to video tape pple type in message lor u so free wan 2 help me hee cos i noe u wan 2 watch infernal affairs so ask u along asking shuhui oso,0,8.1983,0.0,0.0,0.0,0.0,0.0,"ree, video, rs, free, pl, pe, age, al, skin, message, ki, watch, tc"
hi dude hw r u da realy mising u today,0,0.9319,0.0,0.0,0.0,0.0,0.0,"al, real"
me hungry buy some food good lei but mum n yun dun wan juz buy a little bit,0,1.1145,0.0,0.0,0.0,0.0,0.0,"tt, buy, gr"
refused a loan secured or unsecured can t get credit call free now 0800 195 6669 or text back help we will,1,13.3916,0.0,0.6818,0.0,0.0,0.0,"800, ree, 08, 0800, 80, sec, ac, free, loan, 00, credit, 69, text, al, secure, ref, se, ext, 080"
i probably won t eat at all today i think i m gonna pop how was your weekend did u miss me,0,4.7302,0.0,0.0,0.0,0.0,0.0,"po, ke, won, ab, al, weekend, week, end"
i knew it u slept v late yest wake up so late,0,1.8546,0.0,0.0,0.0,0.0,0.0,"ke, new, yes"
haha dont be angry with yourself take it as a practice for the real thing,0,4.9349,0.0,0.0,0.0,0.0,0.0,"ac, rs, ke, tak, al, se, real, gr"
where is that one day training,0,0.0,0.0,0.0,0.0,0.0,0.0,
so i could kiss and feel you next to me,0,1.1685,0.0,0.0,0.0,0.0,0.0,"fee, ki, ext"
have a nice day my dear,0,0.0,0.0,0.0,0.0,0.0,0.0,
i sent lanre fakeye s eckankar details to the mail box,0,3.8149,0.0,0.0,0.0,0.0,0.0,"box, ke, details, ka, se, nr"
your dad is back in ph,0,1.7196,0.0,0.0,0.0,0.0,0.0,"ac, ph"
you have been specially selected to receive a 3000 award call 08712402050 before the lines close cost 10ppm 16 t cs apply ag promo,1,29.1153,0.0,0.0,0.0,0.0,0.0,"24, cs, 10p, appl, 08, 000, award, 16, apply, 02, 50, receive, 40, selected, specially, 300, pl, 30, app, 00"
if you ask her or she say any please message,0,2.2674,0.0,0.0,0.0,0.0,0.0,"pl, age, se, message"
if e timing can then i go w u lor,0,0.7629,0.0,0.0,0.0,0.0,0.0,min
i was just callin to say hi take care bruv,0,2.0728,0.0,0.0,0.0,0.0,0.0,"ke, tak, al"
you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386,1,16.7267,0.0,0.0,0.0,0.0,0.0,"prize, 150, 06, 50, 15, win, comp, valued, com, ke, won, customer, collect, pic, al, easy, 17, easy just, voda, 09"
did u turn on the heater the heater was on and set to lt gt degrees,0,1.7433,0.0,0.0,0.0,0.0,0.0,"ree, se, gr"
thanks for your message i really appreciate your sacrifice i m not sure of the process of direct pay but will find out on my way back from the test tomorrow i m in class now do have a wonderful day,0,6.9044,0.0,0.0,0.0,0.0,0.0,"ac, direct, row, won, app, age, pay, al, message, real, pre"
that s the trouble with classes that go well you re due a dodgey one expecting mine tomo see you for recovery same time same place,0,6.6091,0.0,0.0,0.0,0.0,0.0,"lac, exp, ac, eco, pl, min, pe, classes, se"
free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout 674,1,36.7585,0.0,0.0,0.0,0.0,0.0,"800, rental, 03, opt, ree, mobileupd8, 08, half price, ts, video, 500, phones, 100, txts, txt, 0800, 80, call2optout, line rental, 50"
wot u up 2 j,0,0.0,0.0,0.0,0.0,0.0,0.0,
night night see you tomorrow,0,1.2433,0.0,0.0,0.0,0.0,0.0,"row, se"
roger that we re probably going to rem in about 20,0,1.2949,0.0,0.0,0.0,0.0,0.0,"20, ab"
do u think that any girl will propose u today by seing ur bloody funky shit fucking face asssssholeeee,0,2.8656,0.0,0.0,0.0,0.0,0.0,"ac, po, se, ki, fun"
i wish u were here i feel so alone,0,1.0455,0.0,0.0,0.0,0.0,0.0,"al, fee"
reason is if the team budget is available at last they buy the unsold players for at base rate,0,7.5678,0.0,0.0,0.0,0.0,0.0,"avail, rate, rs, pl, player, available, team, ab, play, se, buy"
ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,0,2.2539,0.0,0.0,0.0,0.0,0.0,"ke, dream, tt, dr"
ringtoneking 84484,1,3.5309,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, 48, ki, 84"
huh i cant thk of more oredi how many pages do we have,0,0.6667,0.0,0.0,0.0,0.0,0.0,age
his frens go then he in lor not alone wif my mum n sis lor,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
nationwide auto centre or something like that on newport road i liked them there,0,3.8679,0.0,0.0,0.0,0.0,0.0,"po, wide, ke, road, new"
hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,0,3.7967,0.0,0.0,0.0,0.0,0.0,"har, ph, charge, se, phone, end, shortly"
whatever juliana do whatever you want,0,0.32,0.0,0.0,0.0,0.0,0.0,ana
ringtone club gr8 new polys direct to your mobile every week,1,11.8831,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, poly, ur mob, ur mobile, club, mobile, direct, po, mob, polys, new, week, bil, gr"
hello sort of out in town already that so dont rush home i am eating nachos will let you know eta,0,2.3473,0.0,0.0,0.0,0.0,0.0,"ac, rush, al, ready"
ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now,0,3.5498,0.0,0.0,0.0,0.0,0.0,"ts, ke, al, tickets, ticket, ready"
bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,1,10.0994,0.0,0.6829,0.0,0.0,0.0,"cd, members, exp, rs, member, 300, pl, 30, 00, pic, bank, pe, buy, gr"
dizzamn aight i ll ask my suitemates when i get back,0,1.4514,0.0,0.0,0.0,0.0,0.0,"ac, mates"
nimbomsons yep phone knows that one obviously cos thats a real word,0,5.4874,0.0,0.0,0.0,0.0,0.0,"ts, ph, ms, word, al, rd, phone, ons, real"
i love to cuddle i want to hold you in my strong arms right now,0,0.8333,0.0,0.0,0.0,0.0,0.0,ms
r u in this continent,0,0.0,0.0,0.0,0.0,0.0,0.0,
we ll you pay over like lt gt yrs so its not too difficult,0,4.0695,0.0,0.0,0.0,0.0,0.0,"ts, rs, ke, pay, yr, yrs"
bored housewives chat n date now 0871750 77 11 bt national rate 10p min only from landlines,1,18.6258,0.0,0.0,0.0,0.0,0.0,"national, 10p, 750, land, national rate, 10p min, 08, rate, landline, bt national, bt national rate, 50, min, 75, chat, 10, 11, line, date, al"
we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs,1,35.872,0.0,0.0,0.0,0.0,0.0,"750, 800, 08000930705, camcorder, ree, 08, camcorder reply, 000, video, unlimited, 0800, 80, 50, sms, mobile, limited, rs, mob, ms, free"
k k when will you give treat,0,0.0,0.0,0.0,0.0,0.0,0.0,
this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute bt national rate,1,25.8461,0.0,0.0,0.0,0.0,0.0,"claim, prize, national, 10p, national rate, 04, 08, rate, 14, bt national, bt national rate, 48, ac, 40, contact, min, won, 00, 2nd, 10"
he s just gonna worry for nothing and he won t give you money its no use,0,2.1984,0.0,0.0,0.0,0.0,0.0,"ts, won, se"
did you get any gift this year i didnt get anything so bad,0,1.9698,0.0,0.0,0.0,0.0,0.0,"ft, gift, year"
well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant,0,3.9584,0.0,0.0,0.0,0.0,0.0,"com, ke, pe, tt, se, dr, end"
ow u dey i paid 60 400thousad i told u would call,0,4.0892,0.0,0.0,0.0,0.0,0.0,"60, 40, 00, 400, al, usa"
im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthin xx,0,5.1871,0.0,0.0,0.0,0.0,0.0,"ts, ft, mth, ab, al, yes, mr, fun, movie"
i m reaching home in 5 min,0,1.6325,0.0,0.0,0.0,0.0,0.0,"ac, min"
forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx,0,6.1928,0.0,0.0,0.0,0.0,0.0,"ree, free, chat, pe, text, al, se, dr, ki, ext, tc"
ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,0,4.1184,0.0,0.0,0.0,0.0,0.0,"ke, tak, hot, al, market, hotel, mar"
discussed with your mother ah,0,1.3524,0.0,0.0,0.0,0.0,0.0,"disc, se"
sorry i can t text amp drive coherently see you in twenty,0,1.7799,0.0,0.0,0.0,0.0,0.0,"text, se, dr, ext"
you will be receiving this week s triple echo ringtone shortly enjoy it,1,5.3829,0.0,0.0,0.0,0.0,0.6388,"tone, ringtone, njoy, pl, enjoy, week, ip, shortly, trip"
in which place i can get rooms cheap,0,3.4195,0.0,0.0,0.0,0.0,0.0,"lac, ac, ms, pl"
eek that s a lot of time especially since american pie is like 8 minutes long i can t stop singing it,0,5.881,0.0,0.0,0.0,0.0,0.0,"specially, ke, min, stop, pe, al, sp, special, minute"
gran onlyfound out afew days ago cusoon honi,0,0.8326,0.0,0.0,0.0,0.0,0.0,"days, gr"
u ve been selected to stay in 1 of 250 top british hotels for nothing holiday valued at 350 dial 08712300220 to claim national rate call bx526 sw73ss,1,24.2393,0.0,0.0,0.0,0.0,0.0,"claim, national, national rate, 350, 08, 123, dial, rate, 250, 02, 50, selected, valued, holiday, 300, 30, 00, 20, 25, hot"
university of southern california,0,1.4083,0.0,0.0,0.0,0.0,0.0,"rs, al"
we have to pick rayan macleran there,0,1.5571,0.0,0.0,0.0,0.0,0.0,"ac, pic"
u gd lor go shopping i got stuff to do u wan 2 watch infernal affairs a not come lar,0,4.1013,0.0,0.0,0.0,0.0,0.0,"rs, com, al, opp, shop, watch, tc, shopping"
well balls time to make calls,0,2.0722,0.0,0.0,0.0,0.0,0.0,"ke, calls, al"
wat time wan today,0,0.0,0.0,0.0,0.0,0.0,0.0,
lt gt in mca but not conform,0,0.0,0.0,0.0,0.0,0.0,0.0,
oh ok wat s ur email,0,0.3226,0.0,0.0,0.0,0.0,0.0,email
yes princess are you going to make me moan,0,1.1964,0.0,0.0,0.0,0.0,0.0,"ke, yes"
lol its ok i didn t remember til last nite,0,1.8333,0.0,0.0,0.0,0.0,0.0,"ts, member"
anyway many good evenings to u s,0,0.0,0.0,0.0,0.0,0.0,0.0,
cool i ll text you in a few,0,0.9099,0.0,0.0,0.0,0.0,0.0,"text, ext"
sorry vikky i m watching olave mandara movie kano in trishul theatre wit my frnds,0,1.6243,0.0,0.0,0.0,0.0,0.0,"ka, watch, movie, tc"
i m very happy for you babe woo hoo party on dude,0,2.4364,0.0,0.0,0.0,0.0,0.0,"app, par, ab, party"
i am taking you for italian food how about a pretty dress with no panties,0,3.7906,0.0,0.0,0.0,0.0,0.0,"tak, ab, al, tt, dr, pan, ki, pre"
